concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
44832083	Viral hepatitis B with hepatic coma, acute or unspecified, without mention of hepatitis delta	Condition	ICD9CM	5-dig billing code		070.20	19700101	20991231	
44826591	Folds in descemet's membrane	Condition	ICD9CM	5-dig billing code		371.32	19700101	20991231	
44821814	Dementia in conditions classified elsewhere	Condition	ICD9CM	4-dig nonbill code		294.1	19700101	20991231	
44821632	Acute amebic dysentery without mention of abscess	Condition	ICD9CM	4-dig billing code		006.0	19700101	20991231	
44820188	Injury to iliac blood vessels	Condition	ICD9CM	4-dig nonbill code		902.5	19700101	20991231	
44822050	Other chronic pelvic peritonitis, female	Condition	ICD9CM	4-dig billing code		614.7	19700101	20991231	
44820220	Burn [any degree] involving 20-29 percent of body surface with third degree burn, 10-19%	Condition	ICD9CM	5-dig billing code		948.21	19700101	20991231	
44827142	Burn [any degree] involving 70-79 percent of body surface with third degree burn, 60-69%	Condition	ICD9CM	5-dig billing code		948.76	19700101	20991231	
44835097	Other abnormal Papanicolaou smear of vagina and vaginal HPV	Measurement	ICD9CM	5-dig billing code		795.19	19700101	20991231	
44832590	Infections of nipple associated with childbirth, antepartum condition or complication	Condition	ICD9CM	5-dig billing code		675.03	19700101	20991231	
44824757	Injury to uterine vein	Condition	ICD9CM	5-dig billing code		902.56	19700101	20991231	
44822495	T1-T6 level with anterior cord syndrome	Condition	ICD9CM	5-dig billing code		952.12	19700101	20991231	
44831999	Convalescence following treatment of fracture	Observation	ICD9CM	4-dig billing V code		V66.4	19700101	20991231	
44824007	Trematode infection, unspecified	Condition	ICD9CM	4-dig billing code		121.9	19700101	20991231	
44828941	Unspecified disorder of lacrimal system	Condition	ICD9CM	4-dig billing code		375.9	19700101	20991231	
44834748	Atheroembolism of kidney	Condition	ICD9CM	5-dig billing code		445.81	19700101	20991231	
44830853	Screening examination for poliomyelitis	Measurement	ICD9CM	4-dig billing V code		V73.0	19700101	20991231	
44823358	Contracture of joint, other specified sites	Condition	ICD9CM	5-dig billing code		718.48	19700101	20991231	
44827684	Intracranial and intraspinal abscess	Condition	ICD9CM	3-dig nonbill code		324	19700101	20991231	
44836802	Syphilitic parkinsonism	Condition	ICD9CM	5-dig billing code		094.82	19700101	20991231	
44827738	Acute conjunctivitis	Condition	ICD9CM	4-dig nonbill code		372.0	19700101	20991231	
44823708	Accidental poisoning by other drugs	Condition	ICD9CM	3-dig nonbill E code		E858	19700101	20991231	
44820771	Brachial plexus lesions	Condition	ICD9CM	4-dig billing code		353.0	19700101	20991231	
44821673	Other enterovirus diseases of central nervous system	Condition	ICD9CM	3-dig billing code		048	19700101	20991231	
44829908	Sickle-cell thalassemia without crisis	Condition	ICD9CM	5-dig billing code		282.41	19700101	20991231	
44833678	Acute parametritis and pelvic cellulitis	Condition	ICD9CM	4-dig billing code		614.3	19700101	20991231	
44827187	Air embolism as a complication of medical care, not elsewhere classified	Condition	ICD9CM	4-dig billing code		999.1	19700101	20991231	
44828832	Excitative type psychosis	Condition	ICD9CM	4-dig billing code		298.1	19700101	20991231	
44837662	Other accidental submersion or drowning in water transport accident injuring occupant of small boat, powered	Condition	ICD9CM	4-dig billing E code		E832.1	19700101	20991231	
44830255	Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition	Condition	ICD9CM	5-dig billing code		661.21	19700101	20991231	
44832335	Serous conjunctivitis, except viral	Condition	ICD9CM	5-dig billing code		372.01	19700101	20991231	
44836136	Obstetrical pyemic and septic embolism, delivered, with or without mention of antepartum condition	Condition	ICD9CM	5-dig billing code		673.31	19700101	20991231	
44825717	Neuralgia, neuritis, and radiculitis, unspecified	Condition	ICD9CM	4-dig billing code		729.2	19700101	20991231	
44830245	Other and unspecified abnormality of organs and soft tissues of pelvis, unspecified as to episode of care or not applicable	Condition	ICD9CM	5-dig billing code		654.90	19700101	20991231	
44835625	Russian spring-summer [taiga] encephalitis	Condition	ICD9CM	4-dig billing code		063.0	19700101	20991231	
44820587	Opisthorchiasis	Condition	ICD9CM	4-dig billing code		121.0	19700101	20991231	
44821395	Poisoning by opium (alkaloids), unspecified	Condition	ICD9CM	5-dig billing code		965.00	19700101	20991231	
44834885	Other specified complications of pregnancy, postpartum condition or complication	Condition	ICD9CM	5-dig billing code		646.84	19700101	20991231	
44819661	Nutritional optic neuropathy	Condition	ICD9CM	5-dig billing code		377.33	19700101	20991231	
44824031	Malignant neoplasm of round ligament of uterus	Condition	ICD9CM	4-dig billing code		183.5	19700101	20991231	
44837234	Mild or unspecified pre-eclampsia, delivered, with mention of postpartum complication	Condition	ICD9CM	5-dig billing code		642.42	19700101	20991231	
44820023	Longitudinal deficiency, femoral, complete or partial (with or without distal deficiencies, incomplete)	Condition	ICD9CM	5-dig billing code		755.34	19700101	20991231	
44823694	Accident to watercraft causing submersion injuring occupant of other watercraft -- other than crew	Condition	ICD9CM	4-dig billing E code		E830.3	19700101	20991231	
44826870	Osteoarthrosis, unspecified whether generalized or localized, other specified sites	Condition	ICD9CM	5-dig billing code		715.98	19700101	20991231	
44819872	Twin pregnancy with fetal loss and retention of one fetus, antepartum condition or complication	Condition	ICD9CM	5-dig billing code		651.33	19700101	20991231	
44837087	Labyrinthitis, unspecified	Condition	ICD9CM	5-dig billing code		386.30	19700101	20991231	
44828196	Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level	Condition	ICD9CM	5-dig billing code		803.24	19700101	20991231	
44837189	Acute kidney failure with lesion of renal cortical necrosis	Condition	ICD9CM	4-dig billing code		584.6	19700101	20991231	
44837274	Maternal pyrexia during labor, unspecified, unspecified as to episode of care or not applicable	Condition	ICD9CM	5-dig billing code		659.20	19700101	20991231	
44834822	Abscess of intestine	Condition	ICD9CM	4-dig billing code		569.5	19700101	20991231	
44826560	Disorders of pneumogastric [10th] nerve	Condition	ICD9CM	4-dig billing code		352.3	19700101	20991231	
44822906	Other malignant lymphomas, lymph nodes of inguinal region and lower limb	Condition	ICD9CM	5-dig billing code		202.85	19700101	20991231	
44824375	Legally induced abortion, complicated by genital tract and pelvic infection, complete	Condition	ICD9CM	5-dig billing code		635.02	19700101	20991231	
44829541	Accident caused by ignition of clothing	Observation	ICD9CM	3-dig nonbill E code		E893	19700101	20991231	
44835141	Open fracture of larynx and trachea	Condition	ICD9CM	4-dig billing code		807.6	19700101	20991231	
44832727	Closed fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level	Condition	ICD9CM	5-dig billing code		800.15	19700101	20991231	
44836610	History of physical abuse	Observation	ICD9CM	5-dig billing V code		V15.41	19700101	20991231	
44822987	Cannabis abuse	Condition	ICD9CM	4-dig nonbill code		305.2	19700101	20991231	
44826628	Attic perforation of tympanic membrane	Condition	ICD9CM	5-dig billing code		384.22	19700101	20991231	
44827029	Fracture of upper end of radius and ulna, open	Condition	ICD9CM	4-dig nonbill code		813.1	19700101	20991231	
44829324	Open fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness	Condition	ICD9CM	5-dig billing code		800.92	19700101	20991231	
44827732	Simultaneous visual perception without fusion	Condition	ICD9CM	5-dig billing code		368.32	19700101	20991231	
44829639	Aortocoronary bypass status	Condition	ICD9CM	5-dig billing V code		V45.81	19700101	20991231	
44826852	Lichenification and lichen simplex chronicus	Condition	ICD9CM	4-dig billing code		698.3	19700101	20991231	
44821978	Allergic rhinitis	Condition	ICD9CM	3-dig nonbill code		477	19700101	20991231	
44830138	Acute gastric ulcer with perforation, with obstruction	Condition	ICD9CM	5-dig billing code		531.11	19700101	20991231	
44827085	Open wound of vulva, complicated	Condition	ICD9CM	4-dig billing code		878.5	19700101	20991231	
44830988	Malignant neoplasm of aortic body and other paraganglia	Condition	ICD9CM	4-dig billing code		194.6	19700101	20991231	
44823097	Cochlear otosclerosis	Condition	ICD9CM	4-dig billing code		387.2	19700101	20991231	
44820867	Atrioventricular block, unspecified	Condition	ICD9CM	5-dig billing code		426.10	19700101	20991231	
44829268	Unspecified congenital anomaly of the integument	Condition	ICD9CM	4-dig billing code		757.9	19700101	20991231	
44832133	Malignant neoplasm of parathyroid gland	Condition	ICD9CM	4-dig billing code		194.1	19700101	20991231	
44829101	Other vomiting complicating pregnancy, delivered, with or without mention of antepartum condition	Condition	ICD9CM	5-dig billing code		643.81	19700101	20991231	
44828748	Mantle cell lymphoma, intrathoracic lymph nodes	Condition	ICD9CM	5-dig billing code		200.42	19700101	20991231	
44833259	Hyperkeratosis due to yaws	Condition	ICD9CM	4-dig billing code		102.3	19700101	20991231	
44828002	Acute lymphadenitis	Condition	ICD9CM	3-dig billing code		683	19700101	20991231	
44830946	Sweating fever	Condition	ICD9CM	4-dig billing code		078.2	19700101	20991231	
44836265	Alcohol affecting fetus or newborn via placenta or breast milk	Condition	ICD9CM	5-dig billing code		760.71	19700101	20991231	
44826791	Breech presentation without mention of version, unspecified as to episode of care or not applicable	Condition	ICD9CM	5-dig billing code		652.20	19700101	20991231	
44821958	Rupture of papillary muscle	Condition	ICD9CM	4-dig billing code		429.6	19700101	20991231	
44823691	Other motor vehicle nontraffic accident involving collision with stationary object injuring motorcyclist	Observation	ICD9CM	4-dig billing E code		E823.2	19700101	20991231	
44832409	Other iatrogenic hypotension	Condition	ICD9CM	5-dig billing code		458.29	19700101	20991231	
44824240	Other and unspecified acute pericarditis	Condition	ICD9CM	4-dig nonbill code		420.9	19700101	20991231	
44836140	Infections of nipple associated with childbirth, delivered, with or without mention of antepartum condition	Condition	ICD9CM	5-dig billing code		675.01	19700101	20991231	
44833663	Renal and perinephric abscess	Condition	ICD9CM	4-dig billing code		590.2	19700101	20991231	
44823346	Other specified crystal arthropathies, hand	Condition	ICD9CM	5-dig billing code		712.84	19700101	20991231	
44837188	Chronic glomerulonephritis with unspecified pathological lesion in kidney	Condition	ICD9CM	4-dig billing code		582.9	19700101	20991231	
44834439	Unspecified diseases of conjunctiva due to viruses and Chlamydiae	Condition	ICD9CM	4-dig nonbill code		077.9	19700101	20991231	
44835798	Psychosexual dysfunction, unspecified	Condition	ICD9CM	5-dig billing code		302.70	19700101	20991231	
44825635	Obstetrical blood-clot embolism, antepartum condition or complication	Condition	ICD9CM	5-dig billing code		673.23	19700101	20991231	
44833443	Monoplegia of lower limb affecting nondominant side	Condition	ICD9CM	5-dig billing code		344.32	19700101	20991231	
44822277	Other preterm infants, 2,000-2,499 grams	Condition	ICD9CM	5-dig billing code		765.18	19700101	20991231	
44820407	General counseling and advice on procreative management	Procedure	ICD9CM	4-dig nonbill V code		V26.4	19700101	20991231	
44820318	Unspecified accident resulting from conflagration of other and unspecified building or structure	Observation	ICD9CM	4-dig billing E code		E891.9	19700101	20991231	
44823641	Poisoning by poliomyelitis vaccine	Condition	ICD9CM	4-dig billing code		979.5	19700101	20991231	
44831502	Ankylosis of joint, site unspecified	Condition	ICD9CM	5-dig billing code		718.50	19700101	20991231	
44825245	Benign neoplasm of vulva	Condition	ICD9CM	4-dig billing code		221.2	19700101	20991231	
44832939	Other activity involving other muscle strengthening exercises	Observation	ICD9CM	4-dig billing E code		E010.9	20140701	20991231	
44824458	Infections of the breast and nipple associated with childbirth	Condition	ICD9CM	3-dig nonbill code		675	19700101	20991231	
44831163	Glaucoma associated with ocular trauma	Condition	ICD9CM	5-dig billing code		365.65	19700101	20991231	
44828820	Other specified anemias	Condition	ICD9CM	4-dig billing code		285.8	19700101	20991231	
44823986	Quartan malaria	Condition	ICD9CM	4-dig billing code		084.2	19700101	20991231	
44832720	Euthyroid sick syndrome	Condition	ICD9CM	5-dig billing code		790.94	19700101	20991231	
44823323	Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome	Condition	ICD9CM	5-dig billing code		695.14	19700101	20991231	
44832502	Incompetence or weakening of rectovaginal tissue	Condition	ICD9CM	5-dig billing code		618.82	19700101	20991231	
44823818	Twin birth, mate stillborn, born in hospital, delivered without mention of cesarean section	Condition	ICD9CM	5-dig billing V code		V32.00	19700101	20991231	
44834170	Foreign object left in body during infusion or transfusion	Observation	ICD9CM	4-dig billing E code		E871.1	19700101	20991231	
44829988	Polyneuropathy in malignant disease	Condition	ICD9CM	4-dig billing code		357.3	19700101	20991231	
44820667	Benign neoplasm of other and unspecified sites	Condition	ICD9CM	3-dig nonbill code		229	19700101	20991231	
44821916	Thyrotoxic exophthalmos	Condition	ICD9CM	5-dig billing code		376.21	19700101	20991231	
44833235	Varicella without mention of complication	Condition	ICD9CM	4-dig billing code		052.9	19700101	20991231	
44830212	Eclampsia, postpartum condition or complication	Condition	ICD9CM	5-dig billing code		642.64	19700101	20991231	
44823195	Other complication of cystostomy	Condition	ICD9CM	5-dig billing code		596.83	20140701	20991231	
44823508	Open fracture of shaft of radius (alone)	Condition	ICD9CM	5-dig billing code		813.31	19700101	20991231	
44836755	Tuberculosis of hip, unspecified	Condition	ICD9CM	5-dig billing code		015.10	19700101	20991231	
44824937	Other specified vaccinations against streptococcus pneumoniae [pneumococcus]	Observation	ICD9CM	5-dig billing V code		V03.82	19700101	20991231	
44827223	Accidental poisoning by alcohol, not elsewhere classified	Condition	ICD9CM	3-dig nonbill E code		E860	19700101	20991231	
44822323	Closed fracture of vault of skull with cerebral laceration and contusion	Condition	ICD9CM	4-dig nonbill code		800.1	19700101	20991231	
44824343	Pyelitis or pyelonephritis in diseases classified elsewhere	Condition	ICD9CM	5-dig billing code		590.81	19700101	20991231	
44819833	Uterovaginal prolapse, complete	Condition	ICD9CM	4-dig billing code		618.3	19700101	20991231	
44826656	Lethal midline granuloma	Condition	ICD9CM	4-dig billing code		446.3	19700101	20991231	
44831636	Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness	Condition	ICD9CM	5-dig billing code		804.33	19700101	20991231	
44821909	Cicatricial entropion	Condition	ICD9CM	5-dig billing code		374.04	19700101	20991231	
44834711	Impairment of auditory discrimination	Condition	ICD9CM	5-dig billing code		388.43	19700101	20991231	
44837497	Open fracture of shaft of femur	Condition	ICD9CM	5-dig billing code		821.11	19700101	20991231	
44829286	Primary apnea of newborn	Condition	ICD9CM	5-dig billing code		770.81	19700101	20991231	
44824219	Postauricular fistula	Condition	ICD9CM	5-dig billing code		383.81	19700101	20991231	
44825339	Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy	Condition	ICD9CM	5-dig billing code		345.51	19700101	20991231	
44820197	Crushing injury of lower leg	Condition	ICD9CM	5-dig billing code		928.10	19700101	20991231	
44832057	Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	Condition	ICD9CM	5-dig billing code		016.45	19700101	20991231	
44823653	Other complications due to unspecified device, implant, and graft	Condition	ICD9CM	5-dig billing code		996.70	19700101	20991231	
44820327	Accident caused by electric current	Observation	ICD9CM	3-dig nonbill E code		E925	19700101	20991231	
44836018	Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified, recurrent	Condition	ICD9CM	5-dig billing code		550.91	19700101	20991231	
44822761	Multiphasic screening	Procedure	ICD9CM	4-dig billing V code		V82.6	19700101	20991231	
44834778	Excessive attrition, limited to enamel	Condition	ICD9CM	5-dig billing code		521.11	19700101	20991231	
44827813	Unspecified hemorrhoids with other complication	Condition	ICD9CM	4-dig billing code		455.8	19700101	20991231	
44833367	Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled	Condition	ICD9CM	5-dig billing code		250.72	19700101	20991231	
44824560	Anomalies of aortic arch	Condition	ICD9CM	5-dig billing code		747.21	19700101	20991231	
44820357	Poisoning by arsenic and its compounds, undetermined whether accidentally or purposely inflicted	Condition	ICD9CM	4-dig billing E code		E980.8	19700101	20991231	
44828073	Major osseous defects	Condition	ICD9CM	4-dig billing code		731.3	19700101	20991231	
44821401	Toxic effect of unspecified alcohol	Condition	ICD9CM	4-dig billing code		980.9	19700101	20991231	
44822710	Encounter for removal of internal fixation device	Observation	ICD9CM	5-dig billing V code		V54.01	19700101	20991231	
44819866	Other current conditions classifiable elsewhere of mother, delivered, with mention of postpartum complication	Condition	ICD9CM	5-dig billing code		648.92	19700101	20991231	
44832680	Obstructive anomalies of heart, not elsewhere classified	Condition	ICD9CM	5-dig billing code		746.84	19700101	20991231	
44826802	Suspected damage to fetus from drugs, affecting management of mother, antepartum condition or complication	Condition	ICD9CM	5-dig billing code		655.53	19700101	20991231	
44831435	Maternal hypotension syndrome, postpartum condition or complication	Condition	ICD9CM	5-dig billing code		669.24	19700101	20991231	
44834456	Other venereal diseases due to chlamydia trachomatis, unspecified genitourinary site	Condition	ICD9CM	5-dig billing code		099.55	19700101	20991231	
44819550	Other and unspecified alcohol dependence	Condition	ICD9CM	4-dig nonbill code		303.9	19700101	20991231	
44833759	Elderly primigravida	Condition	ICD9CM	4-dig nonbill code		659.5	19700101	20991231	
44836160	Arthropathy associated with Reiter's disease and nonspecific urethritis, multiple sites	Condition	ICD9CM	5-dig billing code		711.19	19700101	20991231	
44831235	Benign secondary hypertension	Condition	ICD9CM	4-dig nonbill code		405.1	19700101	20991231	
44834893	Drug dependence of mother, antepartum condition or complication	Condition	ICD9CM	5-dig billing code		648.33	19700101	20991231	
44829766	Juvenile neurosyphilis	Condition	ICD9CM	4-dig nonbill code		090.4	19700101	20991231	
44824047	Hodgkin's disease, unspecified type, lymph nodes of head, face, and neck	Condition	ICD9CM	5-dig billing code		201.91	19700101	20991231	
44823971	Methicillin resistant Staphylococcus aureus in conditions classified elsewhere and of unspecified site	Condition	ICD9CM	5-dig billing code		041.12	19700101	20991231	
44833877	Congenital other anomalies of lung	Condition	ICD9CM	4-dig nonbill code		748.6	19700101	20991231	
44827138	Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, lower limb [leg], unspecified site	Condition	ICD9CM	5-dig billing code		945.40	19700101	20991231	
44830696	Accident caused by caustic and corrosive substances	Observation	ICD9CM	4-dig billing E code		E924.1	19700101	20991231	
44835080	Unspecified condition originating in the perinatal period	Condition	ICD9CM	4-dig billing code		779.9	19700101	20991231	
44826539	Corticobasal degeneration	Condition	ICD9CM	4-dig billing code		331.6	19700101	20991231	
44820494	Special screening for malignant neoplasms for intestine, unspecified	Measurement	ICD9CM	5-dig billing V code		V76.50	19700101	20991231	
44824763	Late effect of injury to other and unspecified nerve	Condition	ICD9CM	4-dig billing code		907.9	19700101	20991231	
44836427	Contusion of eye and adnexa	Condition	ICD9CM	3-dig nonbill code		921	19700101	20991231	
44822080	Other antepartum hemorrhage, unspecified as to episode of care or not applicable	Condition	ICD9CM	5-dig billing code		641.80	19700101	20991231	
44826440	Benign neoplasm of bronchus and lung	Condition	ICD9CM	4-dig billing code		212.3	19700101	20991231	
44822517	Toxic effect of unspecified lead compound	Condition	ICD9CM	4-dig billing code		984.9	19700101	20991231	
44825104	Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	Condition	ICD9CM	5-dig billing code		012.34	19700101	20991231	
44821877	Other diffuse or generalized dystrophy of choroid, partial	Condition	ICD9CM	5-dig billing code		363.56	19700101	20991231	
44832108	Leptospiral meningitis (aseptic)	Condition	ICD9CM	5-dig billing code		100.81	19700101	20991231	
44834199	Poisoning by motor vehicle exhaust gas, undetermined whether accidentally or purposely inflicted	Condition	ICD9CM	4-dig billing E code		E982.0	19700101	20991231	
44829705	Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]	Condition	ICD9CM	5-dig billing code		011.16	19700101	20991231	
44822308	Abdominal tenderness, periumbilic	Condition	ICD9CM	5-dig billing code		789.65	19700101	20991231	
44820067	Nocturnal enuresis	Condition	ICD9CM	5-dig billing code		788.36	19700101	20991231	
44831780	Toxic effect of unspecified gas, fume, or vapor	Condition	ICD9CM	4-dig billing code		987.9	19700101	20991231	
44831038	Neoplasm of uncertain behavior of pleura, thymus, and mediastinum	Condition	ICD9CM	4-dig billing code		235.8	19700101	20991231	
44834673	One eye: total vision impairment; other eye: near-normal vision	Condition	ICD9CM	5-dig billing code		369.62	19700101	20991231	
44824879	Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- crew	Condition	ICD9CM	4-dig billing E code		E832.2	19700101	20991231	
44821400	Poisoning by lipotropic drugs	Condition	ICD9CM	4-dig billing code		977.1	19700101	20991231	
44827595	Secondary neuroendocrine tumor of peritoneum	Condition	ICD9CM	5-dig billing code		209.74	20131010	20991231	
44835701	Hodgkin's disease, nodular sclerosis, intrapelvic lymph nodes	Condition	ICD9CM	5-dig billing code		201.56	19700101	20991231	
44824700	Closed dislocation of shoulder, other	Condition	ICD9CM	5-dig billing code		831.09	19700101	20991231	
44831525	Nontraumatic compartment syndrome of other sites	Condition	ICD9CM	5-dig billing code		729.79	19700101	20991231	
44819850	Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication	Condition	ICD9CM	5-dig billing code		642.13	19700101	20991231	
44821536	Twin birth, mate liveborn, born before admission to hospital	Condition	ICD9CM	4-dig billing V code		V31.1	19700101	20991231	
44830704	Psychodysleptics [hallucinogens] causing adverse effects in therapeutic use	Observation	ICD9CM	4-dig billing E code		E939.6	19700101	20991231	
44822989	Opioid abuse, continuous	Condition	ICD9CM	5-dig billing code		305.51	19700101	20991231	
44822637	Injury due to war operations by other destruction of aircraft	Condition	ICD9CM	4-dig billing E code		E994.8	20140701	20991231	
44824232	Other acute rheumatic heart disease	Condition	ICD9CM	4-dig billing code		391.8	19700101	20991231	
44830121	Tracheostomy complications	Condition	ICD9CM	4-dig nonbill code		519.0	19700101	20991231	
44829066	Other calculus in bladder	Condition	ICD9CM	4-dig billing code		594.1	19700101	20991231	
44834720	Acute myocardial infarction of other lateral wall, initial episode of care	Condition	ICD9CM	5-dig billing code		410.51	19700101	20991231	
44830892	Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture	Condition	ICD9CM	5-dig billing code		011.54	19700101	20991231	
44836347	Torus fracture of radius and ulna	Condition	ICD9CM	5-dig billing code		813.47	20131010	20991231	
44820738	Other acute reactions to stress	Condition	ICD9CM	4-dig billing code		308.3	19700101	20991231	
44833193	Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	Condition	ICD9CM	5-dig billing code		013.05	19700101	20991231	
44834536	Carcinoma in situ of skin of lower limb, including hip	Condition	ICD9CM	4-dig billing code		232.7	19700101	20991231	
44826897	Patellar tendinitis	Condition	ICD9CM	5-dig billing code		726.64	19700101	20991231	
44832983	Accidental poisoning by antimony and its compounds and fumes	Condition	ICD9CM	4-dig billing E code		E866.2	19700101	20991231	
44826029	Other complications of internal (biological) (synthetic) prosthetic device, implant, and graft	Condition	ICD9CM	4-dig nonbill code		996.7	19700101	20991231	
44837114	Late effects of cerebrovascular disease, monoplegia of upper limb affecting dominant side	Condition	ICD9CM	5-dig billing code		438.31	19700101	20991231	
44820158	Cerebellar or brain stem laceration with open intracranial wound, with concussion, unspecified	Condition	ICD9CM	5-dig billing code		851.79	19700101	20991231	
44822400	Sprain of other specified sites of sacroiliac region	Condition	ICD9CM	4-dig billing code		846.8	19700101	20991231	
44828008	Other specified erythematous conditions	Condition	ICD9CM	5-dig billing code		695.89	19700101	20991231	
44827549	Malignant neoplasm of waldeyer's ring	Condition	ICD9CM	4-dig billing code		149.1	19700101	20991231	
44821658	Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically	Condition	ICD9CM	5-dig billing code		016.55	19700101	20991231	
44831486	Arthropathy associated with respiratory disorders	Condition	ICD9CM	4-dig billing code		713.4	19700101	20991231	
44833417	Psychogenic genitourinary malfunction, unspecified	Condition	ICD9CM	5-dig billing code		306.50	19700101	20991231	
44826766	Illegally induced abortion, complicated by metabolic disorder, complete	Condition	ICD9CM	5-dig billing code		636.42	19700101	20991231	
44828193	Open fracture of mandible, ramus, unspecified	Condition	ICD9CM	5-dig billing code		802.34	19700101	20991231	
44822920	Benign neoplasm of ureter	Condition	ICD9CM	4-dig billing code		223.2	19700101	20991231	
44827400	Referral of patient without examination or treatment	Observation	ICD9CM	5-dig billing V code		V68.81	20021001	20991231	
44823401	Other anomalies of cervix, vagina, and external female genitalia	Condition	ICD9CM	5-dig billing code		752.49	19700101	20991231	
44822056	Benign endometrial hyperplasia	Condition	ICD9CM	5-dig billing code		621.34	20131010	20991231	
44827118	Blisters, epidermal loss [second degree] of lip(s)	Condition	ICD9CM	5-dig billing code		941.23	19700101	20991231	
44824406	Unspecified infection or infestation of mother, delivered, with or without mention of antepartum condition	Condition	ICD9CM	5-dig billing code		647.91	19700101	20991231	
44832619	Arthropathy associated with helminthiasis, multiple sites	Condition	ICD9CM	5-dig billing code		711.79	19700101	20991231	
44819547	Zoophilia	Condition	ICD9CM	4-dig billing code		302.1	19700101	20991231	
44835789	Childhood disintegrative disorder	Condition	ICD9CM	4-dig nonbill code		299.1	19700101	20991231	
44822797	Tuberculosis of ureter, bacteriological or histological examination unknown (at present)	Condition	ICD9CM	5-dig billing code		016.22	19700101	20991231	
44828100	Agenesis, hypoplasia, and dysplasia of lung	Condition	ICD9CM	4-dig billing code		748.5	19700101	20991231	
44820553	Genital herpes	Condition	ICD9CM	4-dig nonbill code		054.1	19700101	20991231	
44832776	Open fracture of lower end of femur, unspecified part	Condition	ICD9CM	5-dig billing code		821.30	19700101	20991231	
44824541	Other and unspecified disorders of bone and cartilage	Condition	ICD9CM	4-dig nonbill code		733.9	19700101	20991231	
44832990	Fall on same level from slipping, tripping, or stumbling	Observation	ICD9CM	3-dig nonbill E code		E885	19700101	20991231	
44834596	Voyeurism	Condition	ICD9CM	5-dig billing code		302.82	19700101	20991231	
44821774	Benign neoplasm of endocrine gland, site unspecified	Condition	ICD9CM	4-dig billing code		227.9	19700101	20991231	
44833713	Hypertension complicating pregnancy, childbirth, and the puerperium	Condition	ICD9CM	3-dig nonbill code		642	19700101	20991231	
44823022	Monoplegia of lower limb	Condition	ICD9CM	4-dig nonbill code		344.3	19700101	20991231	
44834025	Intracranial injury of other and unspecified nature without mention of open intracranial wound, with loss of consciousness of unspecified duration	Condition	ICD9CM	5-dig billing code		854.06	19700101	20991231	
44821805	Other drug-induced pancytopenia	Condition	ICD9CM	5-dig billing code		284.12	20131001	20991231	
44821496	Hormone replacement therapy (postmenopausal)	Observation	ICD9CM	4-dig billing V code		V07.4	19700101	20991231	
44825836	Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness	Condition	ICD9CM	5-dig billing code		800.82	19700101	20991231	
44832338	Unspecified disorder of conjunctiva	Condition	ICD9CM	4-dig billing code		372.9	19700101	20991231	
44828306	Full-thickness skin loss [third degree, not otherwise specified] of multiple sites of wrist(s) and hand(s)	Condition	ICD9CM	5-dig billing code		944.38	19700101	20991231	
44823457	Abdominal rigidity, left upper quadrant	Condition	ICD9CM	5-dig billing code		789.42	19700101	20991231	
44820810	Peripheral degenerations of cornea	Condition	ICD9CM	5-dig billing code		371.48	19700101	20991231	
44820601	Malignant neoplasm of ampulla of vater	Condition	ICD9CM	4-dig billing code		156.2	19700101	20991231	
44837279	Short cord complicating labor and delivery	Condition	ICD9CM	4-dig nonbill code		663.4	19700101	20991231	
44837502	Dislocation of patella, open	Condition	ICD9CM	4-dig billing code		836.4	19700101	20991231	
44829966	Hemiplegia, unspecified, affecting unspecified side	Condition	ICD9CM	5-dig billing code		342.90	19700101	20991231	
44823099	Otosclerosis, unspecified	Condition	ICD9CM	4-dig billing code		387.9	19700101	20991231	
